00-C0-4C	& TRADE|AU|
68-09-27	1 Infinite Loop|Cupertino CA 95014|US|
68-5B-35	1 Infinite Loop|Cupertino CA 95014|US|
68-64-4B	1 Infinite Loop|Cupertino CA 95014|US|
68-96-7B	1 Infinite Loop|Cupertino CA 95014|US|
68-9C-70	1 Infinite Loop|Cupertino CA 95014|US|
68-A8-6D	1 Infinite Loop|Cupertino CA 95014|US|
68-AB-1E	1 Infinite Loop|Cupertino CA 95014|US|
68-AE-20	1 Infinite Loop|Cupertino CA 95014|US|
68-D9-3C	1 Infinite Loop|Cupertino CA 95014|US|
68-DB-CA	1 Infinite Loop|Cupertino CA 95014|US|
68-EF-43	1 Infinite Loop|Cupertino CA 95014|US|
68-FB-7E	1 Infinite Loop|Cupertino CA 95014|US|
68-FE-F7	1 Infinite Loop|Cupertino CA 95014|US|
6C-19-8F	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
6C-19-C0	1 Infinite Loop|Cupertino CA 95014|US|
6C-3E-6D	1 Infinite Loop|Cupertino CA 95014|US|
6C-40-08	1 Infinite Loop|Cupertino CA 95014|US|
6C-4D-73	1 Infinite Loop|Cupertino CA 95014|US|
6C-70-9F	1 Infinite Loop|Cupertino CA 95014|US|
6C-72-20	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
6C-72-E7	1 Infinite Loop|Cupertino CA 95014|US|
6C-8D-C1	1 Infinite Loop|Cupertino CA 95014|US|
6C-94-F8	1 Infinite Loop|Cupertino CA 95014|US|
6C-96-CF	1 Infinite Loop|Cupertino CA 95014|US|
6C-AB-31	1 Infinite Loop|Cupertino CA 95014|US|
6C-C2-6B	1 Infinite Loop|Cupertino CA 95014|US|
6C-E8-5C	1 Infinite Loop|Cupertino CA 95014|US|
70-11-24	1 Infinite Loop|Cupertino CA 95014|US|
70-14-A6	1 Infinite Loop|Cupertino CA 95014|US|
70-3C-69	1 Infinite Loop|Cupertino CA 95014|US|
70-3E-AC	1 Infinite Loop|Cupertino CA 95014|US|
70-48-0F	1 Infinite Loop|Cupertino CA 95014|US|
70-56-81	1 Infinite Loop|Cupertino CA 95014|US|
70-62-B8	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
70-70-0D	1 Infinite Loop|Cupertino CA 95014|US|
70-73-CB	1 Infinite Loop|Cupertino CA 95014|US|
70-76-FF	1 rue Jacqueline AURIOL|THORIGNE FOUILLARD 35235|FR|
70-81-EB	1 Infinite Loop|Cupertino CA 95014|US|
70-A2-B3	1 Infinite Loop|Cupertino CA 95014|US|
70-CD-60	1 Infinite Loop|Cupertino CA 95014|US|
70-DE-E2	1 Infinite Loop|Cupertino CA 95014|US|
70-E7-2C	1 Infinite Loop|Cupertino CA 95014|US|
70-EC-E4	1 Infinite Loop|Cupertino CA 95014|US|
70-EF-00	1 Infinite Loop|Cupertino CA 95014|US|
70-F0-87	1 Infinite Loop|Cupertino CA 95014|US|
74-1B-B2	1 Infinite Loop|Cupertino CA 95014|US|
74-67-F7	1 Zebra Plaza|Holtsville NY 11742|US|
74-81-14	1 Infinite Loop|Cupertino CA 95014|US|
74-8D-08	1 Infinite Loop|Cupertino CA 95014|US|
74-9E-AF	1 Infinite Loop|Cupertino CA 95014|US|
74-B5-87	1 Infinite Loop|Cupertino CA 95014|US|
74-DA-DA	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
74-E1-B6	1 Infinite Loop|Cupertino CA 95014|US|
74-E2-8C	1 Microsoft Way|Redmond Washington 98052|FI|
74-E2-F5	1 Infinite Loop|Cupertino CA 95014|US|
78-31-C1	1 Infinite Loop|Cupertino CA 95014|US|
78-32-1B	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
78-3A-84	1 Infinite Loop|Cupertino CA 95014|US|
78-4F-43	1 Infinite Loop|Cupertino CA 95014|US|
78-54-2E	1 Internal Business Park, #03-12.|SINGAPORE Singapore 609917|TW|
78-67-D7	1 Infinite Loop|Cupertino CA 95014|US|
78-6C-1C	1 Infinite Loop|Cupertino CA 95014|US|
78-7B-8A	1 Infinite Loop|Cupertino CA 95014|US|
78-7E-61	1 Infinite Loop|Cupertino CA 95014|US|
78-88-6D	1 Infinite Loop|Cupertino CA 95014|US|
78-9F-70	1 Infinite Loop|Cupertino CA 95014|US|
78-A3-E4	1 Infinite Loop|Cupertino CA 95014|US|
78-CA-39	1 Infinite Loop|Cupertino CA 95014|US|
78-D7-5F	1 Infinite Loop|Cupertino CA 95014|US|
78-FD-94	1 Infinite Loop|Cupertino CA 95014|US|
7C-01-91	1 Infinite Loop|Cupertino CA 95014|US|
7C-04-D0	1 Infinite Loop|Cupertino CA 95014|US|
7C-11-BE	1 Infinite Loop|Cupertino CA 95014|US|
7C-1E-52	1 Microsoft Way|Redmond Washington 98052|US|
7C-50-49	1 Infinite Loop|Cupertino CA 95014|US|
7C-6D-62	1 Infinite Loop|Cupertino CA 95014|US|
7C-6D-F8	1 Infinite Loop|Cupertino CA 95014|US|
7C-9A-1D	1 Infinite Loop|Cupertino CA 95014|US|
7C-C3-A1	1 Infinite Loop|Cupertino CA 95014|US|
7C-C5-37	1 Infinite Loop|Cupertino CA 95014|US|
7C-D1-C3	1 Infinite Loop|Cupertino CA 95014|US|
7C-ED-8D	1 Microsoft Way|Redmond Washington 98052|US|
7C-F0-5F	1 Infinite Loop|Cupertino CA 95014|US|
7C-FA-DF	1 Infinite Loop|Cupertino CA 95014|US|
80-00-6E	1 Infinite Loop|Cupertino CA 95014|US|
80-26-89	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
80-49-71	1 Infinite Loop|Cupertino CA 95014|US|
80-4A-14	1 Infinite Loop|Cupertino CA 95014|US|
80-82-23	1 Infinite Loop|Cupertino CA 95014|US|
80-92-9F	1 Infinite Loop|Cupertino CA 95014|US|
80-A2-35	1 Creation RD 3.|Hsinchu 30077|TW|
80-B0-3D	1 Infinite Loop|Cupertino CA 95014|US|
80-BE-05	1 Infinite Loop|Cupertino CA 95014|US|
80-C5-E6	1 Microsoft Way|Redmond Washington 98052|FI|
80-D6-05	1 Infinite Loop|Cupertino CA 95014|US|
80-E6-50	1 Infinite Loop|Cupertino CA 95014|US|
80-EA-96	1 Infinite Loop|Cupertino CA 95014|US|
80-ED-2C	1 Infinite Loop|Cupertino CA 95014|US|
84-29-99	1 Infinite Loop|Cupertino CA 95014|US|
84-38-35	1 Infinite Loop|Cupertino CA 95014|US|
84-41-67	1 Infinite Loop|Cupertino CA 95014|US|
84-63-D6	1 Microsoft Way|Redmond Washington 98052|FI|
84-68-78	1 Infinite Loop|Cupertino CA 95014|US|
84-77-78	1 University Avenue|Sydney New South Wales 2109|AU|
84-78-8B	1 Infinite Loop|Cupertino CA 95014|US|
84-85-06	1 Infinite Loop|Cupertino CA 95014|US|
84-89-AD	1 Infinite Loop|Cupertino CA 95014|US|
84-8E-0C	1 Infinite Loop|Cupertino CA 95014|US|
84-A1-34	1 Infinite Loop|Cupertino CA 95014|US|
84-B1-53	1 Infinite Loop|Cupertino CA 95014|US|
84-C9-B2	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
84-FC-AC	1 Infinite Loop|Cupertino CA 95014|US|
84-FC-FE	1 Infinite Loop|Cupertino CA 95014|US|
88-19-08	1 Infinite Loop|Cupertino CA 95014|US|
88-1F-A1	1 Infinite Loop|Cupertino CA 95014|US|
88-53-95	1 Infinite Loop|Cupertino CA 95014|US|
88-63-DF	1 Infinite Loop|Cupertino CA 95014|US|
88-64-40	1 Infinite Loop|Cupertino CA 95014|US|
88-66-A5	1 Infinite Loop|Cupertino CA 95014|US|
88-6B-6E	1 Infinite Loop|Cupertino CA 95014|US|
88-AE-07	1 Infinite Loop|Cupertino CA 95014|US|
88-B2-91	1 Infinite Loop|Cupertino CA 95014|US|
88-C6-63	1 Infinite Loop|Cupertino CA 95014|US|
88-CB-87	1 Infinite Loop|Cupertino CA 95014|US|
88-E8-7F	1 Infinite Loop|Cupertino CA 95014|US|
88-E9-FE	1 Infinite Loop|Cupertino CA 95014|US|
8C-00-6D	1 Infinite Loop|Cupertino CA 95014|US|
8C-29-37	1 Infinite Loop|Cupertino CA 95014|US|
8C-2D-AA	1 Infinite Loop|Cupertino CA 95014|US|
8C-58-77	1 Infinite Loop|Cupertino CA 95014|US|
8C-7B-9D	1 Infinite Loop|Cupertino CA 95014|US|
8C-7C-92	1 Infinite Loop|Cupertino CA 95014|US|
8C-85-90	1 Infinite Loop|Cupertino CA 95014|US|
8C-86-1E	1 Infinite Loop|Cupertino CA 95014|US|
8C-8E-F2	1 Infinite Loop|Cupertino CA 95014|US|
8C-8F-E9	1 Infinite Loop|Cupertino CA 95014|US|
8C-EA-1B	1 Creation RD 3.|Hsinchu 30077|TW|
8C-FA-BA	1 Infinite Loop|Cupertino CA 95014|US|
8C-FE-57	1 Infinite Loop|Cupertino CA 95014|US|
90-27-E4	1 Infinite Loop|Cupertino CA 95014|US|
90-3C-92	1 Infinite Loop|Cupertino CA 95014|US|
90-60-F1	1 Infinite Loop|Cupertino CA 95014|US|
90-72-40	1 Infinite Loop|Cupertino CA 95014|US|
90-84-0D	1 Infinite Loop|Cupertino CA 95014|US|
90-8D-6C	1 Infinite Loop|Cupertino CA 95014|US|
90-8D-78	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
90-94-E4	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
90-B0-ED	1 Infinite Loop|Cupertino CA 95014|US|
90-B2-1F	1 Infinite Loop|Cupertino CA 95014|US|
90-B9-31	1 Infinite Loop|Cupertino CA 95014|US|
90-C1-C6	1 Infinite Loop|Cupertino CA 95014|US|
90-DD-5D	1 Infinite Loop|Cupertino CA 95014|US|
90-E1-7B	1 Infinite Loop|Cupertino CA 95014|US|
90-FD-61	1 Infinite Loop|Cupertino CA 95014|US|
94-16-25	1 Infinite Loop|Cupertino CA 95014|US|
94-94-26	1 Infinite Loop|Cupertino CA 95014|US|
94-B0-1F	1 Infinite Loop|Cupertino CA 95014|US|
94-BF-2D	1 Infinite Loop|Cupertino CA 95014|US|
94-E9-6A	1 Infinite Loop|Cupertino CA 95014|US|
94-F6-A3	1 Infinite Loop|Cupertino CA 95014|US|
94-F6-D6	1 Infinite Loop|Cupertino CA 95014|US|
98-00-C6	1 Infinite Loop|Cupertino CA 95014|US|
98-01-A7	1 Infinite Loop|Cupertino CA 95014|US|
98-03-D8	1 Infinite Loop|Cupertino CA 95014|US|
98-10-E8	1 Infinite Loop|Cupertino CA 95014|US|
98-42-46	1 NORTH BRIDGE RD.,|179094|SG|
98-46-0A	1 Infinite Loop|Cupertino CA 95014|US|
98-5A-EB	1 Infinite Loop|Cupertino CA 95014|US|
98-7E-46	1 Allerton Road|Rugby Warwickshire CV23 0PA|GB|
98-9E-63	1 Infinite Loop|Cupertino CA 95014|US|
98-B8-E3	1 Infinite Loop|Cupertino CA 95014|US|
98-CA-33	1 Infinite Loop|Cupertino CA 95014|US|
98-D6-BB	1 Infinite Loop|Cupertino CA 95014|US|
98-E0-D9	1 Infinite Loop|Cupertino CA 95014|US|
98-F0-AB	1 Infinite Loop|Cupertino CA 95014|US|
98-FE-94	1 Infinite Loop|Cupertino CA 95014|US|
9C-04-EB	1 Infinite Loop|Cupertino CA 95014|US|
9C-20-7B	1 Infinite Loop|Cupertino CA 95014|US|
9C-29-3F	1 Infinite Loop|Cupertino CA 95014|US|
9C-31-B6	1 Willow Tree Rd|Leonia NJ 07605|US|
9C-35-EB	1 Infinite Loop|Cupertino CA 95014|US|
9C-4F-DA	1 Infinite Loop|Cupertino CA 95014|US|
9C-64-8B	1 Infinite Loop|Cupertino CA 95014|US|
9C-6C-15	1 Microsoft Way|Redmond Washington 98052|FI|
9C-84-BF	1 Infinite Loop|Cupertino CA 95014|US|
9C-8B-A0	1 Infinite Loop|Cupertino CA 95014|US|
9C-A1-34	1 Bowerman Drive|Beaverton OR 97005|US|
9C-C8-AE	1 Becton Drive|Franklin Lakes MA 07417-1880|US|
9C-D6-43	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
9C-E3-3F	1 Infinite Loop|Cupertino CA 95014|US|
9C-E6-5E	1 Infinite Loop|Cupertino CA 95014|US|
9C-F3-87	1 Infinite Loop|Cupertino CA 95014|US|
9C-F4-8E	1 Infinite Loop|Cupertino CA 95014|US|
9C-FC-01	1 Infinite Loop|Cupertino CA 95014|US|
A0-18-28	1 Infinite Loop|Cupertino CA 95014|US|
A0-3B-E3	1 Infinite Loop|Cupertino CA 95014|US|
A0-4E-A7	1 Infinite Loop|Cupertino CA 95014|US|
A0-56-F3	1 Infinite Loop|Cupertino CA 95014|US|
A0-99-9B	1 Infinite Loop|Cupertino CA 95014|US|
A0-AB-1B	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
A0-B8-F8	1 Amgen Center Drive|Thousand Oaks CA 91320|US|
A0-D7-95	1 Infinite Loop|Cupertino CA 95014|US|
A0-ED-CD	1 Infinite Loop|Cupertino CA 95014|US|
A4-0E-2B	1 Hacker Way|Menlo Park CA 94025|US|
A4-31-35	1 Infinite Loop|Cupertino CA 95014|US|
A4-5E-60	1 Infinite Loop|Cupertino CA 95014|US|
A4-67-06	1 Infinite Loop|Cupertino CA 95014|US|
A4-83-E7	1 Infinite Loop|Cupertino CA 95014|US|
A4-B1-97	1 Infinite Loop|Cupertino CA 95014|US|
A4-B8-05	1 Infinite Loop|Cupertino CA 95014|US|
A4-C3-61	1 Infinite Loop|Cupertino CA 95014|US|
A4-D1-8C	1 Infinite Loop|Cupertino CA 95014|US|
A4-D1-D2	1 Infinite Loop|Cupertino CA 95014|US|
A4-D9-31	1 Infinite Loop|Cupertino CA 95014|US|
A4-E9-75	1 Infinite Loop|Cupertino CA 95014|US|
A4-F1-E8	1 Infinite Loop|Cupertino CA 95014|US|
A8-20-66	1 Infinite Loop|Cupertino CA 95014|US|
A8-2B-B5	1 Creation RD 3.|Hsinchu 30077|TW|
A8-5B-78	1 Infinite Loop|Cupertino CA 95014|US|
A8-5C-2C	1 Infinite Loop|Cupertino CA 95014|US|
A8-5E-E4	1 Penn Plaza, 36th Floor|New York NY 10119|US|
A8-60-B6	1 Infinite Loop|Cupertino CA 95014|US|
A8-66-7F	1 Infinite Loop|Cupertino CA 95014|US|
A8-86-DD	1 Infinite Loop|Cupertino CA 95014|US|
A8-88-08	1 Infinite Loop|Cupertino CA 95014|US|
A8-8E-24	1 Infinite Loop|Cupertino CA 95014|US|
A8-96-8A	1 Infinite Loop|Cupertino CA 95014|US|
A8-BB-CF	1 Infinite Loop|Cupertino CA 95014|US|
A8-BE-27	1 Infinite Loop|Cupertino CA 95014|US|
A8-FA-D8	1 Infinite Loop|Cupertino CA 95014|US|
AC-1F-74	1 Infinite Loop|Cupertino CA 95014|US|
AC-29-3A	1 Infinite Loop|Cupertino CA 95014|US|
AC-3C-0B	1 Infinite Loop|Cupertino CA 95014|US|
AC-61-EA	1 Infinite Loop|Cupertino CA 95014|US|
AC-7F-3E	1 Infinite Loop|Cupertino CA 95014|US|
AC-87-A3	1 Infinite Loop|Cupertino CA 95014|US|
AC-88-FD	1 Infinite Loop|Cupertino CA 95014|US|
AC-BC-32	1 Infinite Loop|Cupertino CA 95014|US|
AC-CF-5C	1 Infinite Loop|Cupertino CA 95014|US|
AC-E4-B5	1 Infinite Loop|Cupertino CA 95014|US|
AC-F1-DF	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
AC-FD-EC	1 Infinite Loop|Cupertino CA 95014|US|
B0-19-C6	1 Infinite Loop|Cupertino CA 95014|US|
B0-34-95	1 Infinite Loop|Cupertino CA 95014|US|
B0-48-1A	1 Infinite Loop|Cupertino CA 95014|US|
B0-65-BD	1 Infinite Loop|Cupertino CA 95014|US|
B0-69-71	1 Viper Way|Vista CA 92081|US|
B0-70-2D	1 Infinite Loop|Cupertino CA 95014|US|
B0-9F-BA	1 Infinite Loop|Cupertino CA 95014|US|
B0-C5-54	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
B0-CA-68	1 Infinite Loop|Cupertino CA 95014|US|
B4-18-D1	1 Infinite Loop|Cupertino CA 95014|US|
B4-4B-D2	1 Infinite Loop|Cupertino CA 95014|US|
B4-7F-5E	1 Sims Lane #04-09|Singapore 387355|SG|
B4-8B-19	1 Infinite Loop|Cupertino CA 95014|US|
B4-9C-DF	1 Infinite Loop|Cupertino CA 95014|US|
B4-AE-2B	1 Microsoft Way|Redmond Washington 98052|US|
B4-F0-AB	1 Infinite Loop|Cupertino CA 95014|US|
B4-F6-1C	1 Infinite Loop|Cupertino CA 95014|US|
B8-09-8A	1 Infinite Loop|Cupertino CA 95014|US|
B8-17-C2	1 Infinite Loop|Cupertino CA 95014|US|
B8-41-A4	1 Infinite Loop|Cupertino CA 95014|US|
B8-44-D9	1 Infinite Loop|Cupertino CA 95014|US|
B8-4F-D5	1 Microsoft Way|Redmond Washington 98052|FI|
B8-53-AC	1 Infinite Loop|Cupertino CA 95014|US|
B8-5D-0A	1 Infinite Loop|Cupertino CA 95014|US|
B8-63-4D	1 Infinite Loop|Cupertino CA 95014|US|
B8-6A-97	1 Creation RD 3.|Hsinchu 30077|TW|
B8-78-2E	1 Infinite Loop|Cupertino CA 95014|US|
B8-8D-12	1 Infinite Loop|Cupertino CA 95014|US|
B8-A3-86	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
B8-B2-F8	1 Infinite Loop|Cupertino CA 95014|US|
B8-C1-11	1 Infinite Loop|Cupertino CA 95014|US|
B8-C7-5D	1 Infinite Loop|Cupertino CA 95014|US|
B8-CD-A7	1 Down Place|London UK W6 9JH|GB|
B8-E8-56	1 Infinite Loop|Cupertino CA 95014|US|
B8-F1-2A	1 Infinite Loop|Cupertino CA 95014|US|
B8-F6-B1	1 Infinite Loop|Cupertino CA 95014|US|
B8-FF-61	1 Infinite Loop|Cupertino CA 95014|US|
BC-2C-55	1 Thayer Road|Santa Cruz CA 95060|US|
BC-3B-AF	1 Infinite Loop|Cupertino CA 95014|US|
BC-4C-C4	1 Infinite Loop|Cupertino CA 95014|US|
BC-52-B7	1 Infinite Loop|Cupertino CA 95014|US|
BC-54-36	1 Infinite Loop|Cupertino CA 95014|US|
BC-67-78	1 Infinite Loop|Cupertino CA 95014|US|
BC-6C-21	1 Infinite Loop|Cupertino CA 95014|US|
BC-92-6B	1 Infinite Loop|Cupertino CA 95014|US|
BC-9F-EF	1 Infinite Loop|Cupertino CA 95014|US|
BC-A9-20	1 Infinite Loop|Cupertino CA 95014|US|
BC-B8-63	1 Infinite Loop|Cupertino CA 95014|US|
BC-E1-43	1 Infinite Loop|Cupertino CA 95014|US|
BC-EC-5D	1 Infinite Loop|Cupertino CA 95014|US|
BC-F6-85	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
BC-FE-D9	1 Infinite Loop|Cupertino CA 95014|US|
C0-1A-DA	1 Infinite Loop|Cupertino CA 95014|US|
C0-33-5E	1 Microsoft Way|Redmond Washington 98052|US|
C0-63-94	1 Infinite Loop|Cupertino CA 95014|US|
C0-84-7A	1 Infinite Loop|Cupertino CA 95014|US|
C0-9A-D0	1 Infinite Loop|Cupertino CA 95014|US|
C0-9F-42	1 Infinite Loop|Cupertino CA 95014|US|
C0-A0-BB	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
C0-A5-3E	1 Infinite Loop|Cupertino CA 95014|US|
C0-A6-00	1 Infinite Loop|Cupertino CA 95014|US|
C0-B6-58	1 Infinite Loop|Cupertino CA 95014|US|
C0-CC-F8	1 Infinite Loop|Cupertino CA 95014|US|
C0-CE-CD	1 Infinite Loop|Cupertino CA 95014|US|
C0-D0-12	1 Infinite Loop|Cupertino CA 95014|US|
C0-E8-62	1 Infinite Loop|Cupertino CA 95014|US|
C0-F2-FB	1 Infinite Loop|Cupertino CA 95014|US|
C4-12-F5	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
C4-2A-D0	1 Infinite Loop|Cupertino CA 95014|US|
C4-2C-03	1 Infinite Loop|Cupertino CA 95014|US|
C4-55-A6	1 New Street|Luton Bedfordshire LU1 5DX|GB|
C4-61-8B	1 Infinite Loop|Cupertino CA 95014|US|
C4-84-66	1 Infinite Loop|Cupertino CA 95014|US|
C4-98-80	1 Infinite Loop|Cupertino CA 95014|US|
C4-A8-1D	1 Internal Business Park, #03-12,|SINGAPORE Singapore 609917|SG|
C4-B3-01	1 Infinite Loop|Cupertino CA 95014|US|
C8-1E-E7	1 Infinite Loop|Cupertino CA 95014|US|
C8-2A-14	1 Infinite Loop|Cupertino CA 95014|US|
C8-33-4B	1 Infinite Loop|Cupertino CA 95014|US|
C8-3C-85	1 Infinite Loop|Cupertino CA 95014|US|
C8-69-CD	1 Infinite Loop|Cupertino CA 95014|US|
C8-6F-1D	1 Infinite Loop|Cupertino CA 95014|US|
C8-85-50	1 Infinite Loop|Cupertino CA 95014|US|
C8-90-3E	1 Helium St|Narangba QLD 4504|AU|
C8-B1-CD	1 Infinite Loop|Cupertino CA 95014|US|
C8-B1-EE	1 Changi Business Park Crescent, Avenue 1, #04-01|NA 486058|SG|
C8-B5-B7	1 Infinite Loop|Cupertino CA 95014|US|
C8-BC-C8	1 Infinite Loop|Cupertino CA 95014|US|
C8-BE-19	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
C8-D0-83	1 Infinite Loop|Cupertino CA 95014|US|
C8-D3-A3	1 Internal Business Park, #03-12. The Synergy Singapore|Singapore 609917|US|
C8-E0-EB	1 Infinite Loop|Cupertino CA 95014|US|
C8-F6-50	1 Infinite Loop|Cupertino CA 95014|US|
CC-08-8D	1 Infinite Loop|Cupertino CA 95014|US|
CC-08-E0	1 Infinite Loop|Cupertino CA 95014|US|
CC-20-E8	1 Infinite Loop|Cupertino CA 95014|US|
CC-25-EF	1 Infinite Loop|Cupertino CA 95014|US|
CC-29-F5	1 Infinite Loop|Cupertino CA 95014|US|
CC-2D-B7	1 Infinite Loop|Cupertino CA 95014|US|
CC-37-AB	1 Creation Road 3.|Hsinchu Hsinchu 30077|TW|
CC-44-63	1 Infinite Loop|Cupertino CA 95014|US|
CC-66-0A	1 Infinite Loop|Cupertino CA 95014|US|
CC-78-5F	1 Infinite Loop|Cupertino CA 95014|US|
CC-B2-55	1 International Business Park, #03-12, The Synergy|SINGAPORE 609917|SG|
CC-C7-60	1 Infinite Loop|Cupertino CA 95014|US|
CC-D2-81	1 Infinite Loop|Cupertino CA 95014|US|
D0-03-4B	1 Infinite Loop|Cupertino CA 95014|US|
D0-23-DB	1 Infinite Loop|Cupertino CA 95014|US|
D0-25-98	1 Infinite Loop|Cupertino CA 95014|US|
D0-2B-20	1 Infinite Loop|Cupertino CA 95014|US|
D0-33-11	1 Infinite Loop|Cupertino CA 95014|US|
D0-4F-7E	1 Infinite Loop|Cupertino CA 95014|US|
D0-81-7A	1 Infinite Loop|Cupertino CA 95014|US|
D0-92-9E	1 Microsoft Way|Redmond Washington 98052|FI|
D0-A6-37	1 Infinite Loop|Cupertino CA 95014|US|
D0-C1-93	1 JENNER, SUITE 100|IRVINE CA 92618|US|
D0-C5-F3	1 Infinite Loop|Cupertino CA 95014|US|
D0-D2-B0	1 Infinite Loop|Cupertino CA 95014|US|
D0-E1-40	1 Infinite Loop|Cupertino CA 95014|US|
D4-61-9D	1 Infinite Loop|Cupertino CA 95014|US|
D4-61-DA	1 Infinite Loop|Cupertino CA 95014|US|
D4-8F-33	1 Microsoft Way|Redmond Washington 98052|FI|
D4-90-9C	1 Infinite Loop|Cupertino CA 95014|US|
D4-9A-20	1 Infinite Loop|Cupertino CA 95014|US|
D4-A3-3D	1 Infinite Loop|Cupertino CA 95014|US|
D4-DC-CD	1 Infinite Loop|Cupertino CA 95014|US|
D4-F4-6F	1 Infinite Loop|Cupertino CA 95014|US|
D8-00-4D	1 Infinite Loop|Cupertino CA 95014|US|
D8-1C-79	1 Infinite Loop|Cupertino CA 95014|US|
D8-1D-72	1 Infinite Loop|Cupertino CA 95014|US|
D8-30-62	1 Infinite Loop|Cupertino CA 95014|US|
D8-8F-76	1 Infinite Loop|Cupertino CA 95014|US|
D8-96-95	1 Infinite Loop|Cupertino CA 95014|US|
D8-9E-3F	1 Infinite Loop|Cupertino CA 95014|US|
D8-A2-5E	1 Infinite Loop|Cupertino CA 95014|US|
D8-BB-2C	1 Infinite Loop|Cupertino CA 95014|US|
D8-CF-9C	1 Infinite Loop|Cupertino CA 95014|US|
D8-D1-CB	1 Infinite Loop|Cupertino CA 95014|US|
D8-FE-E3	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
DC-08-0F	1 Infinite Loop|Cupertino CA 95014|US|
DC-0C-5C	1 Infinite Loop|Cupertino CA 95014|US|
DC-2B-2A	1 Infinite Loop|Cupertino CA 95014|US|
DC-2B-61	1 Infinite Loop|Cupertino CA 95014|US|
DC-37-14	1 Infinite Loop|Cupertino CA 95014|US|
DC-41-5F	1 Infinite Loop|Cupertino CA 95014|US|
DC-56-E7	1 Infinite Loop|Cupertino CA 95014|US|
DC-86-D8	1 Infinite Loop|Cupertino CA 95014|US|
DC-9B-9C	1 Infinite Loop|Cupertino CA 95014|US|
DC-A4-CA	1 Infinite Loop|Cupertino CA 95014|US|
DC-A9-04	1 Infinite Loop|Cupertino CA 95014|US|
DC-B4-C4	1 Microsoft Way|Redmond WA 98052|US|
DC-D3-A2	1 Infinite Loop|Cupertino CA 95014|US|
E0-33-8E	1 Infinite Loop|Cupertino CA 95014|US|
E0-5F-45	1 Infinite Loop|Cupertino CA 95014|US|
E0-66-78	1 Infinite Loop|Cupertino CA 95014|US|
E0-89-7E	1 Infinite Loop|Cupertino CA 95014|US|
E0-AC-CB	1 Infinite Loop|Cupertino CA 95014|US|
E0-B5-2D	1 Infinite Loop|Cupertino CA 95014|US|
E0-B9-BA	1 Infinite Loop|Cupertino CA 95014|US|
E0-C7-67	1 Infinite Loop|Cupertino CA 95014|US|
E0-C9-7A	1 Infinite Loop|Cupertino CA 95014|US|
E0-CD-FD	1 Shangdi East Rd, Building A, Rm 205|Beijing Beijing 100085|CN|
E0-F5-C6	1 Infinite Loop|Cupertino CA 95014|US|
E0-F8-47	1 Infinite Loop|Cupertino CA 95014|US|
E4-25-E7	1 Infinite Loop|Cupertino CA 95014|US|
E4-2B-34	1 Infinite Loop|Cupertino CA 95014|US|
E4-50-EB	1 Infinite Loop|Cupertino CA 95014|US|
E4-6F-13	1 Internal Business Park, #03-12,The Synergy, Singapore|Singapore Singapore 609917|SG|
E4-8B-7F	1 Infinite Loop|Cupertino CA 95014|US|
E4-90-69	1 Allen-Bradley Dr.|Mayfield Heights OH 44124-6118|US|
E4-98-D6	1 Infinite Loop|Cupertino CA 95014|US|
E4-9A-79	1 Infinite Loop|Cupertino CA 95014|US|
E4-9A-DC	1 Infinite Loop|Cupertino CA 95014|US|
E4-B2-FB	1 Infinite Loop|Cupertino CA 95014|US|
E4-C6-3D	1 Infinite Loop|Cupertino CA 95014|US|
E4-CE-8F	1 Infinite Loop|Cupertino CA 95014|US|
E4-E0-A6	1 Infinite Loop|Cupertino CA 95014|US|
E4-E4-AB	1 Infinite Loop|Cupertino CA 95014|US|
E8-04-0B	1 Infinite Loop|Cupertino CA 95014|US|
E8-06-88	1 Infinite Loop|Cupertino CA 95014|US|
E8-36-17	1 Infinite Loop|Cupertino CA 95014|US|
